"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"1746","1968","Luge","Singles","bronz","GDR","Klaus BONSACK","2:53.33"
"1747","1968","Luge","Singles","zlato","ITA","Erica LECHNER","2:28.66"
"1748","1968","Luge","Singles","stříbro","FRG","Christa SCHMUCK","2:29.37"
"1749","1968","Luge","Singles","bronz","FRG","Angelika DÜNHAUPT","2:29.56"
"1750","1968","Luge","Doubles","zlato","GDR","Klaus BONSACK
Thomas KÖHLER","1:35.85"
"1751","1968","Luge","Doubles","stříbro","AUT","Manfred SCHMID
Ewald WALCH","1:36.34"
"1752","1968","Luge","Doubles","bronz","FRG","Fritz NACHMANN
Wolfgang WINKLER","1:37.29"
"1753","1968","Nordic Combined","Individual","zlato","FRG","Franz KELLER","449.04"
"1754","1968","Nordic Combined","Individual","stříbro","SUI","Alois KÄLIN","447.99"
"1755","1968","Nordic Combined","Individual","bronz","GDR","Andreas KUNZ","444.10"
"1756","1968","Ski Jumping","K90 Individual (70m)","zlato","TCH","Jiri RASKA","216.5"
"1757","1968","Ski Jumping","K90 Individual (70m)","stříbro","AUT","Reinhold BACHLER","214.2"
"1758","1968","Ski Jumping","K90 Individual (70m)","bronz","AUT","Baldur PREIML","212.6"
"1759","1968","Ski Jumping","K120 Individual (90m)","zlato","URS","Vladimir BELOUSOV","231.3"
"1760","1968","Ski Jumping","K120 Individual (90m)","stříbro","TCH","Jiri RASKA","229.4"
"1761","1968","Ski Jumping","K120 Individual (90m)","bronz","NOR","Lars GRINI","214.3"
"1762","1968","Speed Skating","500m","zlato","FRG","Erhard KELLER","0:40.3"
"1763","1968","Speed Skating","500m","stříbro","NOR","Magne THOMASSEN
Richard MCDERMOTT","0:40.5"
"1764","1968","Speed Skating","500m","bronz","","",""
"1765","1968","Speed Skating","500m","zlato","URS","Lyudmila TITOVA","0:46.1"
"1766","1968","Speed Skating","500m","stříbro","USA","Dianne HOLUM
Jennifer FISH
Mary MEYERS","0:46.3"
"1767","1968","Speed Skating","500m","bronz","","",""
"1768","1968","Speed Skating","1000m","zlato","NED","Carolina GEIJSSEN","1:32.6"
"1769","1968","Speed Skating","1000m","stříbro","URS","Lyudmila TITOVA","1:32.9"
"1770","1968","Speed Skating","1000m","bronz","USA","Dianne HOLUM","1:33.4"
"1771","1964","Alpine Skiing","Downhill","zlato","AUT","Egon ZIMMERMANN","2:18.16 ."
"1772","1964","Alpine Skiing","Downhill","stříbro","FRA","Léo LACROIX","2:18.90 ."
"1773","1964","Alpine Skiing","Downhill","bronz","EUA","Wolfgang BARTELS","2:19.48 ."
"1774","1964","Alpine Skiing","Downhill","zlato","AUT","Christl HAAS","1:55.39"
"1775","1964","Alpine Skiing","Downhill","stříbro","AUT","Edith ZIMMERMANN","1:56.42"
"1776","1964","Alpine Skiing","Downhill","bronz","AUT","Traudl HECHER","1:56.66"
"1777","1964","Alpine Skiing","Slalom","zlato","AUT","Josef STIEGLER","02:11.13 ."
"1778","1964","Alpine Skiing","Slalom","stříbro","USA","William KIDD","02:11.27 ."
"1779","1964","Alpine Skiing","Slalom","bronz","USA","James HEUGA","02:11.52 ."
"1780","1964","Alpine Skiing","Slalom","zlato","FRA","Christine GOITSCHEL","1:29.86 ."
"1781","1964","Alpine Skiing","Slalom","stříbro","FRA","Marielle GOITSCHEL","1:30.77 ."
"1782","1964","Alpine Skiing","Slalom","bronz","USA","Jean SAUBERT","1:31.36 ."
"1783","1964","Alpine Skiing","Giant Slalom","zlato","FRA","François BONLIEU","1:46.71"
"1784","1964","Alpine Skiing","Giant Slalom","stříbro","AUT","Karl SCHRANZ","1:47.09"
"1785","1964","Alpine Skiing","Giant Slalom","bronz","AUT","Josef STIEGLER","1:48.05"
"1786","1964","Alpine Skiing","Giant Slalom","zlato","FRA","Marielle GOITSCHEL","1:52.24"
"1787","1964","Alpine Skiing","Giant Slalom","stříbro","FRA","Christine GOITSCHEL
Jean SAUBERT","1:53.11"
"1788","1964","Alpine Skiing","Giant Slalom","bronz","","",""
"1789","1964","Bobsleigh","Two-man","zlato","GBR","Robin Thomas DIXON
Antony James NASH","4:21.90"
"1790","1964","Bobsleigh","Two-man","stříbro","ITA","Sergio ZARDINI
Romano BONAGURA","4:22.02"
"1791","1964","Bobsleigh","Two-man","bronz","ITA","Sergio SIORPAES
Eugenio MONTI","4:22.63"
"1792","1964","Bobsleigh","Four-man","zlato","CAN","Douglas ANAKIN
Victor EMERY
John EMERY
Peter KIRBY","4:14.46"
"1793","1964","Bobsleigh","Four-man","stříbro","AUT","Erwin THALER
Josef NAIRZ
Reinhold DURNTHALER
Adolf KOXEDER","4:15.48"
"1794","1964","Bobsleigh","Four-man","bronz","ITA","Benito RIGONI
Eugenio MONTI
Sergio SIORPAES
Gildo SIORPAES","4:15.60"
"1795","1964","Biathlon","20km","zlato","URS","Vladimir MELANIN","1:20:26.8"
"1796","1964","Biathlon","20km","stříbro","URS","Aleksandr PRIVALOV","1:23:42.5"
"1797","1964","Biathlon","20km","bronz","NOR","Olav JORDET","1:24:38.8"
"1798","1964","Cross Country Skiing","5km","zlato","URS","Klavdiya BOYARSKIKH","17:50.5"
"1799","1964","Cross Country Skiing","5km","stříbro","FIN","Mirja LEHTONEN","17:52.9"
"1800","1964","Cross Country Skiing","5km","bronz","URS","Alevtina KOLCHINA","18:08.4"
"1801","1964","Cross Country Skiing","10km","zlato","URS","Klavdiya BOYARSKIKH","40:24.3"
"1802","1964","Cross Country Skiing","10km","stříbro","URS","Yevdoyka MEKSHILO","40:26.6"
"1803","1964","Cross Country Skiing","10km","bronz","URS","Mariya GUSAKOVA","40:46.6"
"1804","1964","Cross Country Skiing","15km","zlato","FIN","Eero MÄNTYRANTA","0:50:54.1"
"1805","1964","Cross Country Skiing","15km","stříbro","NOR","Harald GRÖNNINGEN","0:51:34.8"
"1806","1964","Cross Country Skiing","15km","bronz","SWE","Sixten JERNBERG","0:51:42.2"
"1807","1964","Cross Country Skiing","50km","zlato","SWE","Sixten JERNBERG","2:43:52.6"
"1808","1964","Cross Country Skiing","50km","stříbro","SWE","Assar RÖNNLUND","2:44:58.2"
"1809","1964","Cross Country Skiing","50km","bronz","FIN","Arto TIAINEN","2:45:30.4"
"1810","1964","Cross Country Skiing","3x5km Relay","zlato","URS","Klavdiya BOYARSKIKH
Alevtina KOLCHINA
Yevdoyka MEKSHILO","0:59:20.2"
"1811","1964","Cross Country Skiing","3x5km Relay","stříbro","SWE","Britt STRANDBERG
Toini GUSTAFSSON
Barbro MARTINSSON","1:01:27.0"
"1812","1964","Cross Country Skiing","3x5km Relay","bronz","FIN","Senja PUSULA
Toini K. PÖYSTI
Mirja LEHTONEN","1:02:45.1"
"1813","1964","Cross Country Skiing","4x10km Relay","zlato","SWE","Karl-Ake ASPH
Janne STEFANSSON
Sixten JERNBERG
Assar RÖNNLUND","2:18:34.6"
"1814","1964","Cross Country Skiing","4x10km Relay","stříbro","FIN","Eero MÄNTYRANTA
Kalevi LAURILA
Arto TIAINEN
Väinö HUHTALA","2:18:42.4"
"1815","1964","Cross Country Skiing","4x10km Relay","bronz","URS","Pavel KOLCHIN
Igor VORONCHIKHIN
Ivan UTROBIN
Gennadi VAGANOV","2:18:46.9"
"1816","1964","Cross Country Skiing","30km Mass Start","zlato","FIN","Eero MÄNTYRANTA","1:30:50.7"
"1817","1964","Cross Country Skiing","30km Mass Start","stříbro","NOR","Harald GRÖNNINGEN","1:32:02.3"
"1818","1964","Cross Country Skiing","30km Mass Start","bronz","URS","Igor VORONCHIKHIN","1:32:15.8"
"1819","1964","Figure Skating","Individual","zlato","EUA","Manfred SCHNELLDORFER","1916.9"
"1820","1964","Figure Skating","Individual","stříbro","FRA","Alain CALMAT","1876.5"
"1821","1964","Figure Skating","Individual","bronz","USA","Scott ALLEN","1873.6"
"1822","1964","Figure Skating","Individual","zlato","NED","Sjoukje DIJKSTRA","2018.5"
"1823","1964","Figure Skating","Individual","stříbro","AUT","Regine HEITZER","1945.5"
"1824","1964","Figure Skating","Individual","bronz","CAN","Petra BURKA","1940.0"
"1825","1964","Figure Skating","Pairs","zlato","URS","Oleg PROTOPOPOV
Lyudmila BELOUSOVA","104.4"
"1826","1964","Figure Skating","Pairs","stříbro","EUA","Marika KILIUS
Hans Jürgen BÄUMLER","103.6"
"1827","1964","Figure Skating","Pairs","bronz","CAN","Guy REVELL
Debbi WILKES","098.5"
"1828","1964","Ice Hockey","Ice Hockey","zlato","URS","Viktor KONOVALENKO
Stanislav PETUKHOV
Anatoli FIRSOV
Leonid VOLKOV
Viacheslav STARSHINOV
Boris MAYOROV
Vitali DAVIDOV
Viktor YAKUSHEV
Aleksandr ALMETOV
Boris ZAITZEV
Evgeni MAYOROV
Veniamin ALEKSANDROV
Viktor KOUSKINE
Konstantin LOKTEV
Aleksandr RAGULIN
Eduard IVANOV","54:10 (14)"
"1829","1964","Ice Hockey","Ice Hockey","stříbro","SWE","Gert BLOME
Ulf STERNER
Uno ÖHRLUND
Roland STOLTZ
Lars Erik LUNDVALL
Anders ANDERSSON
Carl-Göran ÖBERG
Eilert MÄÄTÄÄ
Kjell SVENSSON
Ronald Erik PETTERSSON
Hans MILD
Nils JOHANSSON
Lennart HÄGGROTH
Lennart JOHANSSON
Sven Olof JOHANSSON-TUMBA
Bert-Ola NORDLANDER
Nils Erik NILSSON","47:16 (10)"
"1830","1964","Ice Hockey","Ice Hockey","bronz","TCH","Jiri DOLANA
Vladimir NADRCHAL
Jaroslav WALTER
Frantisek TIKAL
Stanislav SVENTEK
Josef GOLONKA
Jan KLAPAC
Frantisek GREGOR
Josef CERNY
Vladimir DZURILLA
Jaroslav JIRIK
Rudolf POTSCH
Jiri HOLIK
Miroslav VLACH
Stanislav PRYL
Ladislav SMID
Vlastimil BUBNIK","38:19 (10)"
"1831","1964","Luge","Singles","zlato","EUA","Thomas KÖHLER","3:26.77"
"1832","1964","Luge","Singles","stříbro","EUA","Klaus BONSACK","3:27.04"
"1833","1964","Luge","Singles","bronz","EUA","Hans PLENK","3:30.15"
"1834","1964","Luge","Singles","zlato","EUA","Ortrun ENDERLEIN","3:24.67"
"1835","1964","Luge","Singles","stříbro","EUA","Ilse GEISLER","3:27.42"
"1836","1964","Luge","Singles","bronz","AUT","Helene THURNER","3:29.06"
"1837","1964","Luge","Doubles","zlato","AUT","Josef FEISTMANTL
Manfred STENGL","1:41.62"
"1838","1964","Luge","Doubles","stříbro","AUT","Helmut THALER
Reinhold SENN","1:41.91"
"1839","1964","Luge","Doubles","bronz","ITA","Sigisfredo MAIR
Walter AUSSENDORFER","1:42.87"
"1840","1964","Nordic Combined","Individual","zlato","NOR","Tormod KNUTSEN","469.28"
"1841","1964","Nordic Combined","Individual","stříbro","URS","Nikolay KISELYOV","453.04:"
"1842","1964","Nordic Combined","Individual","bronz","EUA","Georg THOMA","452.88"
"1843","1964","Ski Jumping","K90 Individual (70m)","zlato","FIN","Veikko KANKKONEN","229.9"
"1844","1964","Ski Jumping","K90 Individual (70m)","stříbro","NOR","Toralf ENGAN","226.3"
"1845","1964","Ski Jumping","K90 Individual (70m)","bronz","NOR","Torgeir BRANDTZÄG","222.9"
"1846","1964","Ski Jumping","K120 Individual (90m)","zlato","NOR","Toralf ENGAN","230.7"
"1847","1964","Ski Jumping","K120 Individual (90m)","stříbro","FIN","Veikko KANKKONEN","228.9"
"1848","1964","Ski Jumping","K120 Individual (90m)","bronz","NOR","Torgeir BRANDTZÄG","227.2"
"1849","1964","Speed Skating","500m","zlato","USA","Richard MCDERMOTT","40.1"
"1850","1964","Speed Skating","500m","stříbro","NOR","Alv GJESTVANG
Vladimir ORLOV
Yevgeny GRISHIN","40.6"
"1851","1964","Speed Skating","500m","bronz","","",""
"1852","1964","Speed Skating","500m","zlato","URS","Lidiya SKOBLIKOVA","0:45.0"
"1853","1964","Speed Skating","500m","stříbro","URS","Irina YEGOROVA","0:45.4"
"1854","1964","Speed Skating","500m","bronz","URS","Tatyana SIDOROVA","0:45.5"
"1855","1964","Speed Skating","1000m","zlato","URS","Lidiya SKOBLIKOVA","1:33.2"
"1856","1964","Speed Skating","1000m","stříbro","URS","Irina YEGOROVA","1:34.3"
"1857","1964","Speed Skating","1000m","bronz","FIN","Kaija MUSTONEN","1:34.8"
"1858","1964","Speed Skating","1500m","zlato","URS","Ants ANTSON","2:10.3"
"1859","1964","Speed Skating","1500m","stříbro","NED","Cornelis VERKERK","2:10.6"
"1860","1964","Speed Skating","1500m","bronz","NOR","Villy HAUGEN","2:11.2"
"1861","1960","Alpine Skiing","Downhill","zlato","FRA","Jean VUARNET","2:06.0 ."
"1862","1960","Alpine Skiing","Downhill","stříbro","EUA","Hanspeter LANIG","2:06.5 ."
"1863","1960","Alpine Skiing","Downhill","bronz","FRA","Guy PÉRILLAT","2:06.9 ."
"1864","1960","Alpine Skiing","Downhill","zlato","EUA","Heidi BIEBL","1:37.6"
"1865","1960","Alpine Skiing","Downhill","stříbro","USA","Penelope PITOU","1:38.6"
"1866","1960","Alpine Skiing","Downhill","bronz","AUT","Traudl HECHER","1:38.9"
"1867","1960","Alpine Skiing","Slalom","zlato","AUT","Ernst HINTERSEER","2:08.9 ."
"1868","1960","Alpine Skiing","Slalom","stříbro","AUT","Matthias LEITNER","2:10.3 ."
"1869","1960","Alpine Skiing","Slalom","bronz","FRA","Charles BOZON","2:10.4 ."
"1870","1960","Alpine Skiing","Slalom","zlato","CAN","Anne HEGGTVEIT","1:49.6 ."
"1871","1960","Alpine Skiing","Slalom","stříbro","USA","Betsy SNITE","1:52.9 ."
"1872","1960","Alpine Skiing","Slalom","bronz","EUA","Barbi HENNEBERGER","1:56.6 ."
"1873","1960","Alpine Skiing","Giant Slalom","zlato","SUI","Roger STAUB","1:48.3"
"1874","1960","Alpine Skiing","Giant Slalom","stříbro","AUT","Josef STIEGLER","1:48.7"
"1875","1960","Alpine Skiing","Giant Slalom","bronz","AUT","Ernst HINTERSEER","1:49.1"
"1876","1960","Alpine Skiing","Giant Slalom","zlato","SUI","Yvonne RUEGG","1:39.9"
"1877","1960","Alpine Skiing","Giant Slalom","stříbro","USA","Penelope PITOU","1:40.0"
"1878","1960","Alpine Skiing","Giant Slalom","bronz","ITA","Giuliana MINUZZO CHENAL","1:40.2"
"1879","1960","Biathlon","20km","zlato","SWE","Klas LESTANDER","1:33:21.6"
"1880","1960","Biathlon","20km","stříbro","FIN","Antti TYRVÄINEN","1:33:57.7"
"1881","1960","Biathlon","20km","bronz","URS","Aleksandr PRIVALOV","1:34:54.2"
"1882","1960","Cross Country Skiing","10km","zlato","URS","Mariya GUSAKOVA","39:46.6"
"1883","1960","Cross Country Skiing","10km","stříbro","URS","Lyubov BARANOVA","40:04.2"
"1884","1960","Cross Country Skiing","10km","bronz","URS","Radya YEROSHINA","40:06.0"
"1885","1960","Cross Country Skiing","15km","zlato","NOR","Haakon BRUSVEEN","0:51:55.5"
"1886","1960","Cross Country Skiing","15km","stříbro","SWE","Sixten JERNBERG","0:51:58.6"
"1887","1960","Cross Country Skiing","15km","bronz","FIN","Veikko HAKULINEN","0:52:03.0"
"1888","1960","Cross Country Skiing","50km","zlato","FIN","Kalevi HÄMÄLÄINEN","2:59:06.3"
"1889","1960","Cross Country Skiing","50km","stříbro","FIN","Veikko HAKULINEN","2:59:26.7"
"1890","1960","Cross Country Skiing","50km","bronz","SWE","Rolf RÄMGARD","3:02:46.7"
"1891","1960","Cross Country Skiing","3x5km Relay","zlato","SWE","Irma JOHANSSON
Sonja EDSTRÖM
Britt STRANDBERG","1:04:21.4"
"1892","1960","Cross Country Skiing","3x5km Relay","stříbro","URS","Radya YEROSHINA
Lyubov BARANOVA
Mariya GUSAKOVA","1:05:02.6"
"1893","1960","Cross Country Skiing","3x5km Relay","bronz","FIN","Eeva RUOPPA
Siiri RANTANEN
Toini K. PÖYSTI","1:06:27.5"
"1894","1960","Cross Country Skiing","4x10km Relay","zlato","FIN","Toimi ALATALO
Eero MÄNTYRANTA
Veikko HAKULINEN
Väinö HUHTALA","2:18:45.6"
"1895","1960","Cross Country Skiing","4x10km Relay","stříbro","NOR","Haakon BRUSVEEN
Hallgeir BRENDEN
Einar ÖSTBY
Harald GRÖNNINGEN","2:18:46.4"
"1896","1960","Cross Country Skiing","4x10km Relay","bronz","URS","Anatolii SHELJUKHIN
Gennadi VAGANOV
Nikolay ANIKIN
Aleksei KUZNETSOV","2:21:21.6"
"1897","1960","Cross Country Skiing","30km Mass Start","zlato","SWE","Sixten JERNBERG","1:51:03.9"
"1898","1960","Cross Country Skiing","30km Mass Start","stříbro","SWE","Rolf RÄMGARD","1:51:16.9"
"1899","1960","Cross Country Skiing","30km Mass Start","bronz","URS","Nikolay ANIKIN","1:52:28.2"
"1900","1960","Figure Skating","Individual","zlato","USA","David JENKINS","1440.2"
"1901","1960","Figure Skating","Individual","stříbro","TCH","Karol DIVIN","1414.3"
"1902","1960","Figure Skating","Individual","bronz","CAN","Donald JACKSON","1401.0"
"1903","1960","Figure Skating","Individual","zlato","USA","Carol HEISS","1490.1"
"1904","1960","Figure Skating","Individual","stříbro","NED","Sjoukje DIJKSTRA","1424.8"
"1905","1960","Figure Skating","Individual","bronz","USA","Barbara ROLES","1414.9"
"1906","1960","Figure Skating","Pairs","zlato","CAN","Robert PAUL
Barbara WAGNER","80.4"
"1907","1960","Figure Skating","Pairs","stříbro","EUA","Marika KILIUS
Hans Jürgen BÄUMLER","76.8"
"1908","1960","Figure Skating","Pairs","bronz","USA","Nancy LUDINGTON
Ronald LUDINGTON","76.2"
"1909","1960","Ice Hockey","Ice Hockey","zlato","USA","Richard Peter RODENHEISER
Paul Herbert JOHNSON
Rodney PAAVOLA
John MCCARTAN
Richard Otis MEREDITH
William David CHRISTIAN
Robert MCVEY
John Edward MAYASICH
Weldon Howard OLSON
Thomas WILLIAMS
Roger Allen CHRISTIAN
Robert Barry CLEARY
Edwyn OWEN
Eugene GRAZIA
John J. KIRRANE
William John CLEARY
Lawrence PALMER","29:11 (10)"
"1910","1960","Ice Hockey","Ice Hockey","stříbro","CAN","James CONNELLY
Darryl Hayward SLY
Clifford PENNINGTON
Floyd MARTIN
Maurice BENOIT
Harold HURLEY
Kenneth LAUFMAN
Robert MCKNIGHT
Robert ATTERSLEY
Robert ROUSSEAU
Robert FORHAN
Jack DOUGLAS
Donald ROPE
Harry SINDEN
Fred ETCHER
George SAMOLENKO
Donald Charles HEAD","31:12 (08)"
"1911","1960","Ice Hockey","Ice Hockey","bronz","URS","Konstantin LOKTEV
Nikolaï KARPOV
Mikhail BYCHKOV
Evgeni GROSHEV
Alfred KUCHEVSKIY
Nikolaï PUCHKOV
Viktor PRYAZHNIKOV
Genrikh SIDORENKOV
Yuri TSITSINOV
Viktor YAKUSHEV
Evgeni YERKIN
Vladimir GREBENNIKOV
Nikolaï SOLOGUBOV
Veniamin ALEKSANDROV
Yuri BAULIN
Stanislav PETUKHOV
Aleksandr ALMETOV","24:19 (05)"
"1912","1960","Nordic Combined","Individual","zlato","EUA","Georg THOMA","457.952"
"1913","1960","Nordic Combined","Individual","stříbro","NOR","Tormod KNUTSEN","453.000"
"1914","1960","Nordic Combined","Individual","bronz","URS","Nikolay GUSAKOV","452.000"
"1915","1960","Ski Jumping","K90 Individual (70m)","zlato","EUA","Helmut RECKNAGEL","227.2"
"1916","1960","Ski Jumping","K90 Individual (70m)","stříbro","FIN","Niilo HALONEN","222.6"
"1917","1960","Ski Jumping","K90 Individual (70m)","bronz","AUT","Otto LEODOLTER","219.4"
"1918","1960","Speed Skating","500m","zlato","URS","Yevgeny GRISHIN","40.2"
"1919","1960","Speed Skating","500m","stříbro","USA","William DISNEY","40.3"
"1920","1960","Speed Skating","500m","bronz","URS","Rafael GRACH","40.4"
"1921","1956","Alpine Skiing","Downhill","zlato","AUT","Anton SAILER","02:52.2 ."
"1922","1956","Alpine Skiing","Downhill","stříbro","SUI","Raymond FELLAY","02:55.7 ."
"1923","1956","Alpine Skiing","Downhill","bronz","AUT","Andreas MOLTERER","02:56.2 ."
"1924","1956","Alpine Skiing","Downhill","zlato","SUI","Madeleine BERTHOD","1:40.7"
"1925","1956","Alpine Skiing","Downhill","stříbro","SUI","Frieda DÄNZER","1:45.4"
"1926","1956","Alpine Skiing","Downhill","bronz","CAN","Lucile WHEELER","1:45.0"
"1927","1956","Alpine Skiing","Slalom","zlato","AUT","Anton SAILER","194.7"
"1928","1956","Alpine Skiing","Slalom","stříbro","JPN","Chiharu IGAYA","198.7"
"1929","1956","Alpine Skiing","Slalom","bronz","SWE","Stig SOLLANDER","200.2"
"1930","1956","Alpine Skiing","Slalom","zlato","SUI","Renée COLLIARD","112.3"
"1931","1956","Alpine Skiing","Slalom","stříbro","AUT","Regina SCHÖPF","115.4"
"1932","1956","Alpine Skiing","Slalom","bronz","URS","Yevgeniya SIDOROVA","116.7"
"1933","1956","Alpine Skiing","Giant Slalom","zlato","AUT","Anton SAILER","3:00.1"
"1934","1956","Alpine Skiing","Giant Slalom","stříbro","AUT","Andreas MOLTERER","3:06.3"
"1935","1956","Alpine Skiing","Giant Slalom","bronz","AUT","Walter SCHUSTER","3:07.2"
"1936","1956","Alpine Skiing","Giant Slalom","zlato","EUA","Ossi REICHERT","1:56.5"
"1937","1956","Alpine Skiing","Giant Slalom","stříbro","AUT","Josefine FRANDL","1:57.8"
"1938","1956","Alpine Skiing","Giant Slalom","bronz","AUT","Dorothea HOCHLEITNER","1:58.2"
"1939","1956","Bobsleigh","Two-man","zlato","ITA","Giacomo CONTI
Lamberto DALLA COSTA","5:30.14"
"1940","1956","Bobsleigh","Two-man","stříbro","ITA","Eugenio MONTI
Renzo ALVERA","5:31.45"
"1941","1956","Bobsleigh","Two-man","bronz","SUI","Harry WARBURTON
Max ANGST","5:37.46"
"1942","1956","Bobsleigh","Four-man","zlato","SUI","Robert ALT
Gottfried DIENER
Heinrich ANGST
Franz KAPUS","5:10.44"
"1943","1956","Bobsleigh","Four-man","stříbro","ITA","Eugenio MONTI
Renzo ALVERA
Ulrico GIRARDI
Renato MOCELLINI","5:12.10"
"1944","1956","Bobsleigh","Four-man","bronz","USA","James Ernest LAMY
William L. DODGE
Charles BUTLER
Arthur W. TYLER","5:12.39"
"1945","1956","Cross Country Skiing","10km","zlato","URS","Lyubov BARANOVA","00:38.11"
"1946","1956","Cross Country Skiing","10km","stříbro","URS","Radya YEROSHINA","00:38.16"
"1947","1956","Cross Country Skiing","10km","bronz","SWE","Sonja EDSTRÖM","00:38.23"
"1948","1956","Cross Country Skiing","15km","zlato","NOR","Hallgeir BRENDEN","0:49:39."
"1949","1956","Cross Country Skiing","15km","stříbro","SWE","Sixten JERNBERG","0:50:14."
"1950","1956","Cross Country Skiing","15km","bronz","URS","Pavel KOLCHIN","0:50:17."
"1951","1956","Cross Country Skiing","50km","zlato","SWE","Sixten JERNBERG","2:50:27."
"1952","1956","Cross Country Skiing","50km","stříbro","FIN","Veikko HAKULINEN","2:51:45."
"1953","1956","Cross Country Skiing","50km","bronz","URS","Fyodor TERENTYEV","2:53:32."
"1954","1956","Cross Country Skiing","3x5km Relay","zlato","FIN","Mirja HIETAMIES
Sirkka POLKUNEN
Siiri RANTANEN","1:09:01."
"1955","1956","Cross Country Skiing","3x5km Relay","stříbro","URS","Radya YEROSHINA
Alevtina KOLCHINA
Lyubov BARANOVA","1:09:28."
"1956","1956","Cross Country Skiing","3x5km Relay","bronz","SWE","Sonja EDSTRÖM
Irma JOHANSSON
Anna Lisa ERIKSSON","1:09:48."
"1957","1956","Cross Country Skiing","4x10km Relay","zlato","URS","Nikolay ANIKIN
Vladimir KOUZINE
Fyodor TERENTYEV
Pavel KOLCHIN","2:15:30."
"1958","1956","Cross Country Skiing","4x10km Relay","stříbro","FIN","Jorma KORTELAINEN
Veikko HAKULINEN
August KIURU
Arvo VIITANEN","2:16:31."
"1959","1956","Cross Country Skiing","4x10km Relay","bronz","SWE","Per-Erik LARSSON
Sixten JERNBERG
Gunnar SAMUELSSON
Lennart LARSSON","2:17:42."
"1960","1956","Cross Country Skiing","30km Mass Start","zlato","FIN","Veikko HAKULINEN","1:44:06."
"1961","1956","Cross Country Skiing","30km Mass Start","stříbro","SWE","Sixten JERNBERG","1:44:30."
"1962","1956","Cross Country Skiing","30km Mass Start","bronz","URS","Pavel KOLCHIN","1:45:45."
"1963","1956","Figure Skating","Individual","zlato","USA","Hayes JENKINS","0166.43"
"1964","1956","Figure Skating","Individual","stříbro","USA","Ronald ROBERTSON","0165.79"
"1965","1956","Figure Skating","Individual","bronz","USA","David JENKINS","0162.82"
"1966","1956","Figure Skating","Individual","zlato","USA","Tenley ALBRIGHT","0169.67"
"1967","1956","Figure Skating","Individual","stříbro","USA","Carol HEISS","0168.02"
"1968","1956","Figure Skating","Individual","bronz","AUT","Ingrid WENDL","0159.44"
"1969","1956","Figure Skating","Pairs","zlato","AUT","Elisabeth SCHWARZ
Kurt OPPELT","11.31"
"1970","1956","Figure Skating","Pairs","stříbro","CAN","Frances DAFOE
Norris BOWDEN","11.32"
"1971","1956","Figure Skating","Pairs","bronz","HUN","Marianna NAGY
Laszlo NAGY","11.03"
"1972","1956","Ice Hockey","Ice Hockey","zlato","URS","Yuri PANTJUKHOV
Ivan TREGUBOV
Valentin KOUZINE
Nikolaï PUCHKOV
Nikolaï KHLYSTOV
Dimitri UKOLOV
Aleksandr UVAROV
Alfred KUCHEVSKIY
Yuri KRYLOV
Viktor NIKIFOROV
Aleksey GURYSHEV
Vsevolod BOBROV
Evgeniy BABICH
Genrikh SIDORENKOV
Grigori MKRTCHAN
Viktor SHUVALOV
Nikolaï SOLOGUBOV","25:05 (10)"
"1973","1956","Ice Hockey","Ice Hockey","stříbro","USA","Weldon Howard OLSON
John Peter MATCHEFTS
Eugene Edward CAMPBELL
Gordon Eugene CHRISTIAN
Kenneth Richard PURPUR
Wellington Parker BURTNETT
Willard John IKOLA
Edward Horace SAMPSON
Richard Otis MEREDITH
Richard Leo DOUGHERTY
William John CLEARY
Daniel Duncan MCKINNON
Donald Edmund RIGAZIO
John Edward PETTROSKE
John Edward MAYASICH
Richard Peter RODENHEISER
Wendell Richard ANDERSON","26:12 (08)"
"1974","1956","Ice Hockey","Ice Hockey","bronz","CAN","Arthur HURST
Donald ROPE
Alfred James HORNE
Kenneth LAUFMAN
James LOGAN
Byrle KLINCK
John A. MCKENZIE
George SCHOLES
Charles BROOKER
Howard Stewart LEE
Gerry THEBERGE
William COLVIN
Paul KNOX
Floyd MARTIN
Robert WHITE
Denis BRODEUR
Keith Eugene WOODALL","23:11 (06)"
"1975","1956","Nordic Combined","Individual","zlato","NOR","Sverre STENERSEN","455.0"
"1976","1956","Nordic Combined","Individual","stříbro","SWE","Bengt ERIKSSON","437.4"
"1977","1956","Nordic Combined","Individual","bronz","POL","Franciszek GASIENICA-GRON","436.8"
"1978","1956","Ski Jumping","K90 Individual (70m)","zlato","FIN","Antti HYVÄRINEN","227.0"
"1979","1956","Ski Jumping","K90 Individual (70m)","stříbro","FIN","Aulis KALLAKORPI","225.0"
"1980","1956","Ski Jumping","K90 Individual (70m)","bronz","EUA","Harry GLASS","224.5"
"1981","1952","Alpine Skiing","Downhill","zlato","ITA","Zeno COLO","02:30.8 ."
"1982","1952","Alpine Skiing","Downhill","stříbro","AUT","Othmar SCHNEIDER","02:32.0 ."
"1983","1952","Alpine Skiing","Downhill","bronz","AUT","Christian PRAVDA","02:32.4 ."
"1984","1952","Alpine Skiing","Downhill","zlato","AUT","Trude BEISER-JOCHUM","1:47.1"
"1985","1952","Alpine Skiing","Downhill","stříbro","GER","Mirl BUCHNER","1:48.0"
"1986","1952","Alpine Skiing","Downhill","bronz","ITA","Giuliana MINUZZO CHENAL","1:49.0"
