"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"1298","1988","Nordic Combined","Team","stříbro","SUI","Andreas SCHAAD
Hippolyt KEMPF
Fredy GLANZMANN","(571.4 / 1:15:57.4)"
"1299","1988","Nordic Combined","Team","bronz","AUT","Hansjörg ASCHENWALD
Klaus SULZENBACHER
Günther CSAR","(626.6 / 1:21:00.9)"
"1300","1988","Ski Jumping","K90 Individual (70m)","zlato","FIN","Matti NYKANEN","229.1"
"1301","1988","Ski Jumping","K90 Individual (70m)","stříbro","TCH","Pavel PLOC","212.1"
"1302","1988","Ski Jumping","K90 Individual (70m)","bronz","TCH","Jiri MALEC","211.8"
"1303","1988","Ski Jumping","K120 Individual (90m)","zlato","FIN","Matti NYKANEN","224.0"
"1304","1988","Ski Jumping","K120 Individual (90m)","stříbro","NOR","Erik JOHNSEN","207.9"
"1305","1988","Ski Jumping","K120 Individual (90m)","bronz","YUG","Matjaz DEBELAK","207.7"
"1306","1988","Ski Jumping","K120 Team (90m)","zlato","FIN","Tuomo YLLIPULLI
Ari-Pekka NIKKOLA
Matti NYKANEN
Jari PUIKKONEN","634.4"
"1307","1988","Ski Jumping","K120 Team (90m)","stříbro","YUG","Miran TEPES
Matjaz ZUPAN
Primoz ULAGA
Matjaz DEBELAK","625.5"
"1308","1988","Ski Jumping","K120 Team (90m)","bronz","NOR","Ole C. EIDHAMMER
Erik JOHNSEN
Jon KJÖRUM
Ole Gunnar FIDJESTÖL","596.1"
"1309","1988","Speed Skating","500m","zlato","GDR","Uwe-Jens MEY","0:36.45"
"1310","1988","Speed Skating","500m","stříbro","NED","Jan YKEMA","0:36.76"
"1311","1988","Speed Skating","500m","bronz","JPN","Akira KUROIWA","0:36.77"
"1312","1988","Speed Skating","500m","zlato","USA","Bonnie BLAIR","0:39.10"
"1313","1988","Speed Skating","500m","stříbro","GDR","Christa LUDING","0:39.12"
"1314","1988","Speed Skating","500m","bronz","GDR","Karin KANIA","0:39.24"
"1315","1988","Speed Skating","1000m","zlato","URS","Nikolay GULYAEV","1:13.03"
"1316","1988","Speed Skating","1000m","stříbro","GDR","Uwe-Jens MEY","1:13.11"
"1317","1988","Speed Skating","1000m","bronz","URS","Igor ZHELEZOVSKY","1:13.19"
"1318","1988","Speed Skating","1000m","zlato","GDR","Christa LUDING","1:17.65"
"1319","1988","Speed Skating","1000m","stříbro","GDR","Karin KANIA","1:17.70"
"1320","1988","Speed Skating","1000m","bronz","USA","Bonnie BLAIR","1:18.31"
"1321","1984","Alpine Skiing","Downhill","zlato","USA","William JOHNSON","1:45.59 ."
"1322","1984","Alpine Skiing","Downhill","stříbro","SUI","Peter MÜLLER","1:45.86 ."
"1323","1984","Alpine Skiing","Downhill","bronz","AUT","Anton STEINER","1:45.95 ."
"1324","1984","Alpine Skiing","Downhill","zlato","SUI","Michela FIGINI","1:13.36"
"1325","1984","Alpine Skiing","Downhill","stříbro","SUI","Maria WALLISER","1:13.41"
"1326","1984","Alpine Skiing","Downhill","bronz","TCH","Olga CHARVATOVA","1:13.53"
"1327","1984","Alpine Skiing","Slalom","zlato","USA","Phillip MAHRE","1:39.41 ."
"1328","1984","Alpine Skiing","Slalom","stříbro","USA","Steven MAHRE","1:39.62 ."
"1329","1984","Alpine Skiing","Slalom","bronz","FRA","Didier BOUVET","1:40.20 ."
"1330","1984","Alpine Skiing","Slalom","zlato","ITA","Paoletta MAGONI","1:36.47 ."
"1331","1984","Alpine Skiing","Slalom","stříbro","FRA","Perrine PELEN","1:37.38 ."
"1332","1984","Alpine Skiing","Slalom","bronz","LIE","Ursula KONZETT","1:37.50 ."
"1333","1984","Alpine Skiing","Giant Slalom","zlato","SUI","Max JULEN","2:41.18"
"1334","1984","Alpine Skiing","Giant Slalom","stříbro","YUG","Jure FRANKO","2:41.41"
"1335","1984","Alpine Skiing","Giant Slalom","bronz","LIE","Andreas WENZEL","2:41.75"
"1336","1984","Alpine Skiing","Giant Slalom","zlato","USA","Debbie ARMSTRONG","2:20.98"
"1337","1984","Alpine Skiing","Giant Slalom","stříbro","USA","Christin COOPER","2:21.38"
"1338","1984","Alpine Skiing","Giant Slalom","bronz","FRA","Perrine PELEN","2:21.40"
"1339","1984","Bobsleigh","Two-man","zlato","GDR","Wolfgang HOPPE
Dietmar SCHAUERHAMMER","3:25.56"
"1340","1984","Bobsleigh","Two-man","stříbro","GDR","Bogdan MUSIOL
Bernhard LEHMANN","3:26.04"
"1341","1984","Bobsleigh","Two-man","bronz","URS","Vladimir ALEKSANDROV
Zintis EKMANIS","3:26.16"
"1342","1984","Bobsleigh","Four-man","zlato","GDR","Roland WETZIG
Wolfgang HOPPE
Dietmar SCHAUERHAMMER
Andreas KIRCHNER","3:20.22"
"1343","1984","Bobsleigh","Four-man","stříbro","GDR","Bernhard LEHMANN
Eberhard WEISE
Ingo VOGE
Bogdan MUSIOL","3:20.78"
"1344","1984","Bobsleigh","Four-man","bronz","SUI","Urs SALZMANN
Rico FREIERMUTH
Heinz STETTLER
Silvio GIOBELLINA","3:21.39"
"1345","1984","Biathlon","10km","zlato","NOR","Eirik KVALFOSS","30:53.8 (2)"
"1346","1984","Biathlon","10km","stříbro","FRG","Peter ANGERER","31:02.4 (1)"
"1347","1984","Biathlon","10km","bronz","GDR","Matthias JACOB","31:10.5 (0)"
"1348","1984","Biathlon","20km","zlato","FRG","Peter ANGERER","1:11:52.7 (2 )"
"1349","1984","Biathlon","20km","stříbro","GDR","Frank-Peter ROETSCH","1:13:21.4 (3 )"
"1350","1984","Biathlon","20km","bronz","NOR","Eirik KVALFOSS","1:14:02.4 (5 )"
"1351","1984","Biathlon","4x7.5km Relay","zlato","URS","Dmitri VASSILIEV
Sergei BULIGINE
Yuri KACHKAROV
Alguimantas SHALNA","1:38:51.70 (2)"
"1352","1984","Biathlon","4x7.5km Relay","stříbro","NOR","Eirik KVALFOSS
Rolf STORSVEEN
Odd LIRHUS
Kjell SÖBAK","1:39:03.90 (2)"
"1353","1984","Biathlon","4x7.5km Relay","bronz","FRG","Ernst REITER
Peter ANGERER
Fritz FISCHER
Walter PICHLER","1:39:05.10 (1)"
"1354","1984","Cross Country Skiing","5km","zlato","FIN","Marja-Liisa KIRVESNIEMI","17:04.0"
"1355","1984","Cross Country Skiing","5km","stříbro","NOR","Berit AUNLI","17:14.1"
"1356","1984","Cross Country Skiing","5km","bronz","TCH","Kvetoslava JERIOVA","17:18.3"
"1357","1984","Cross Country Skiing","10km","zlato","FIN","Marja-Liisa KIRVESNIEMI","31:44.2"
"1358","1984","Cross Country Skiing","10km","stříbro","URS","Raisa SMETANINA","32:02.9"
"1359","1984","Cross Country Skiing","10km","bronz","NOR","Brit PETTERSEN","32:12.7"
"1360","1984","Cross Country Skiing","15km","zlato","SWE","Gunde Anders SVAN","0:41:25.6"
"1361","1984","Cross Country Skiing","15km","stříbro","FIN","Aki KARVONEN","0:41:34.9"
"1362","1984","Cross Country Skiing","15km","bronz","FIN","Harri KIRVESNIEMI","0:41:45.6"
"1363","1984","Cross Country Skiing","20km","zlato","FIN","Marja-Liisa KIRVESNIEMI","1:01:45.0"
"1364","1984","Cross Country Skiing","20km","stříbro","URS","Raisa SMETANINA","1:02:26.7"
"1365","1984","Cross Country Skiing","20km","bronz","NOR","Anne JAHREN","1:03:13.6"
"1366","1984","Cross Country Skiing","50km","zlato","SWE","Thomas WASSBERG","2:15:55.8"
"1367","1984","Cross Country Skiing","50km","stříbro","SWE","Gunde Anders SVAN","2:16:00.7"
"1368","1984","Cross Country Skiing","50km","bronz","FIN","Aki KARVONEN","2:17:04.7"
"1369","1984","Cross Country Skiing","4x5km Relay","zlato","NOR","Brit PETTERSEN
Anne JAHREN
Berit AUNLI
Inger Helene NYBRAATEN","1:06:49.70"
"1370","1984","Cross Country Skiing","4x5km Relay","stříbro","TCH","Dagmar SCHVUBOVA
Kvetoslava JERIOVA
Gabriela SVOBODOVA
Blanka PAULU","1:07:34.70"
"1371","1984","Cross Country Skiing","4x5km Relay","bronz","FIN","Pirkko MÄÄTTÄ
Eija HYYTIAINEN
Marja-Liisa KIRVESNIEMI
Marjo MATIKAINEN","1:07:36.70"
"1372","1984","Cross Country Skiing","4x10km Relay","zlato","SWE","Benny Tord KOHLBERG
Jan OTTOSSON
Thomas WASSBERG
Gunde Anders SVAN","1:55:06.30"
"1373","1984","Cross Country Skiing","4x10km Relay","stříbro","URS","Aleksandr ZAVYALOV
Vladimir NIKITINE
Nikolay ZIMYATOV
Aleksandr BATIUK","1:55:16.50"
"1374","1984","Cross Country Skiing","4x10km Relay","bronz","FIN","Kari RISTANEN
Aki KARVONEN
Juha MIETO
Harri KIRVESNIEMI","1:56:31.40"
"1375","1984","Cross Country Skiing","30km Mass Start","zlato","URS","Nikolay ZIMYATOV","1:28:56.3"
"1376","1984","Cross Country Skiing","30km Mass Start","stříbro","URS","Aleksandr ZAVYALOV","1:29:23.3"
"1377","1984","Cross Country Skiing","30km Mass Start","bronz","SWE","Gunde Anders SVAN","1:29:35.7"
"1378","1984","Figure Skating","Individual","zlato","USA","Scott HAMILTON","03.4"
"1379","1984","Figure Skating","Individual","stříbro","CAN","Brian ORSER","05.6"
"1380","1984","Figure Skating","Individual","bronz","TCH","Josef SABOVCIK","07.4"
"1381","1984","Figure Skating","Individual","zlato","GDR","Katarina WITT","3.2"
"1382","1984","Figure Skating","Individual","stříbro","USA","Rosalyn SUMNERS","04.6"
"1383","1984","Figure Skating","Individual","bronz","URS","Kira IVANOVA","09.2"
"1384","1984","Figure Skating","Pairs","zlato","URS","Yelena VALOVA
Oleg VASILYEV","01.4"
"1385","1984","Figure Skating","Pairs","stříbro","USA","Kitty CARRUTHERS
Peter CARRUTHERS","02.8"
"1386","1984","Figure Skating","Pairs","bronz","URS","Oleg MAKAROV
Larisa SELEZNYOVA","03.8"
"1387","1984","Figure Skating","Ice Dancing","zlato","GBR","Jayne TORVILL
Christopher DEAN","02.0"
"1388","1984","Figure Skating","Ice Dancing","stříbro","URS","Natalya BESTEMYANOVA
Andrey BUKIN","04.0"
"1389","1984","Figure Skating","Ice Dancing","bronz","URS","Marina KLIMOVA
Sergey PONOMARENKO","07.0"
"1390","1984","Ice Hockey","Ice Hockey","zlato","URS","Aleksandr SKVORTSOV
Mikhail VASSILIEV
Aleksei KASATONOV
Aleksandr GERASIMOV
Vasili PERVUKHINE
Zinetula BILJALETDINOV
Vladimir KRUTOV
Aleksandr KOZHERNIKOV
Sergei MAKAROV
Andrei KOMUTOV
Sergei CHEPELEV
Sergei STARIKOV
Vladimir MYSHKIN
Viktor TUMENEV
Igor LARIONOV
Vladislav TRETYAK
Igor STELNOV
Vladimir KOVIN
Viacheslav FETISOV
Nikolai DROZDETSKI","16:01 (06)"
"1391","1984","Ice Hockey","Ice Hockey","stříbro","TCH","Igor LIBA
Arnold KADLEC
Vladimir KYHOS
Jaroslav KORBELA
Frantisek CERNIK
Jaroslav BENAK
Vladimir RUZICKA
Jiri LALA
Dusan PASEK
Darius RUSNAK
Jaromir SINDEL
Eduard UVIRA
Jiri HRDINA
Vladimir CALDR
Milan CHALUPA
Pavel RICHTER
Vincent LUKAC
Miloslav HORAVA
Jiri KRALIK
Radoslav SVOBODA","06:02 (04)"
"1392","1984","Ice Hockey","Ice Hockey","bronz","SWE","Mats HESSEL
Mats THELIN
Mats WALTIN
Thomas EKLUND
Peter GRADIN
Peter Michael HJÄLM
Bo ERICSSON
Per-Erik EKLUND
Arne Michael THELVEN
Thomas AAHLEN
Leif Haakan NORDIN
Thomas SANDSTROEM
Jens ÖHLING
Thomas RUNDQVIST
Göte WÄLITALO
Rolf-Lennart RIDDERVALL
Lars Haakan ERIKSSON
Karl Haakan SÖDERGREN
Tommy MÖRTH
Göran LINDBLOM","03:12 (02)"
"1393","1984","Luge","Singles","zlato","ITA","Paul HILDGARTNER","3:04.258"
"1394","1984","Luge","Singles","stříbro","URS","Sergey DANILIN","3:04.962"
"1395","1984","Luge","Singles","bronz","URS","Valery DUDIN","3:05.012"
"1396","1984","Luge","Singles","zlato","GDR","Steffi WALTER","2:46.570"
"1397","1984","Luge","Singles","stříbro","GDR","Bettina SCHMIDT","2:46.873"
"1398","1984","Luge","Singles","bronz","GDR","Ute OBERHOFFNER","2:47.248"
"1399","1984","Luge","Doubles","zlato","FRG","Hans STANGASSINGER
Franz WEMBACHER","1:23.620"
"1400","1984","Luge","Doubles","stříbro","URS","Evgeni BELUSOV
Aleksandr BELIAKOV","1:23.660"
"1401","1984","Luge","Doubles","bronz","GDR","Jochen PIETZSCH
Jörg HOFFMANN","1:23.887"
"1402","1984","Nordic Combined","Individual","zlato","NOR","Tom SANDBERG","422.595"
"1403","1984","Nordic Combined","Individual","stříbro","FIN","Jouko KARJALAINEN","416.900"
"1404","1984","Nordic Combined","Individual","bronz","FIN","Jukka YLIPULLI","410.825"
"1405","1984","Ski Jumping","K90 Individual (70m)","zlato","GDR","Jens WEISSFLOG","215.2"
"1406","1984","Ski Jumping","K90 Individual (70m)","stříbro","FIN","Matti NYKANEN","214.0"
"1407","1984","Ski Jumping","K90 Individual (70m)","bronz","FIN","Jari PUIKKONEN","212.8"
"1408","1984","Ski Jumping","K120 Individual (90m)","zlato","FIN","Matti NYKANEN","231.2"
"1409","1984","Ski Jumping","K120 Individual (90m)","stříbro","GDR","Jens WEISSFLOG","213.7"
"1410","1984","Ski Jumping","K120 Individual (90m)","bronz","TCH","Pavel PLOC","202.9"
"1411","1980","Alpine Skiing","Downhill","zlato","AUT","Leonhard STOCK","1:45.50 ."
"1412","1980","Alpine Skiing","Downhill","stříbro","AUT","Peter WIRNSBERGER","1:46.12 ."
"1413","1980","Alpine Skiing","Downhill","bronz","CAN","Steve PODBORSKI","1:46.62 ."
"1414","1980","Alpine Skiing","Downhill","zlato","AUT","Annemarie MOSER-PROLL","1:37.52"
"1415","1980","Alpine Skiing","Downhill","stříbro","LIE","Hanni WENZEL","1:38.22"
"1416","1980","Alpine Skiing","Downhill","bronz","SUI","Marie-Theres NADIG","1:38.36"
"1417","1980","Alpine Skiing","Slalom","zlato","SWE","Ingemar STENMARK","1:44.26 ."
"1418","1980","Alpine Skiing","Slalom","stříbro","USA","Phillip MAHRE","1:44.76 ."
"1419","1980","Alpine Skiing","Slalom","bronz","SUI","Jacques LÜTHY","1:45.06 ."
"1420","1980","Alpine Skiing","Slalom","zlato","LIE","Hanni WENZEL","1:25.09 ."
"1421","1980","Alpine Skiing","Slalom","stříbro","FRG","Christa KINSHOFER GUETHLEIN","1:26.50 ."
"1422","1980","Alpine Skiing","Slalom","bronz","SUI","Erika HESS","1:27.89 ."
"1423","1980","Alpine Skiing","Giant Slalom","zlato","SWE","Ingemar STENMARK","2:40.74"
"1424","1980","Alpine Skiing","Giant Slalom","stříbro","LIE","Andreas WENZEL","2:41.49"
"1425","1980","Alpine Skiing","Giant Slalom","bronz","AUT","Hans ENN","2:42.51"
"1426","1980","Alpine Skiing","Giant Slalom","zlato","LIE","Hanni WENZEL","2:41.66"
"1427","1980","Alpine Skiing","Giant Slalom","stříbro","FRG","Irene EPPLE","2:42.41"
"1428","1980","Alpine Skiing","Giant Slalom","bronz","FRA","Perrine PELEN","2:42.41"
"1429","1980","Bobsleigh","Two-man","zlato","SUI","Joseph BENZ
Erich SCHÄRER","4:09.36"
"1430","1980","Bobsleigh","Two-man","stříbro","GDR","Hans Jürgen GERHARDT
Bernhard GERMESHAUSEN","4:10.93"
"1431","1980","Bobsleigh","Two-man","bronz","GDR","Bogdan MUSIOL
Meinhard NEHMER","4:11.08"
"1432","1980","Bobsleigh","Four-man","zlato","GDR","Meinhard NEHMER
Bernhard GERMESHAUSEN
Hans Jürgen GERHARDT
Bogdan MUSIOL","3:59.92"
"1433","1980","Bobsleigh","Four-man","stříbro","SUI","Ulrich BÄCHLI
Joseph BENZ
Rudolf MARTI
Erich SCHÄRER","4:00.87"
"1434","1980","Bobsleigh","Four-man","bronz","GDR","Roland WETZIG
Andreas KIRCHNER
Detlef RICHTER
Horst SCHÖNAU","4:00.97"
"1435","1980","Biathlon","10km","zlato","GDR","Frank ULLRICH","32:10.69 (2)"
"1436","1980","Biathlon","10km","stříbro","URS","Vladimir ALIKIN","32:53.10 (0)"
"1437","1980","Biathlon","10km","bronz","URS","Anatoly ALYABYEV","33:09.16 (1)"
"1438","1980","Biathlon","20km","zlato","URS","Anatoly ALYABYEV","1:08:16.31 (00)"
"1439","1980","Biathlon","20km","stříbro","GDR","Frank ULLRICH","1:08:27.79 (03)"
"1440","1980","Biathlon","20km","bronz","GDR","Eberhard ROSCH","1:11:11.73 (02)"
"1441","1980","Biathlon","4x7.5km Relay","zlato","URS","Aleksandr TIKHONOV
Anatoly ALYABYEV
Vladimir ALIKIN
Vladimir BARNACHOV","1:34:03.27"
"1442","1980","Biathlon","4x7.5km Relay","stříbro","GDR","Klaus SIEBERT
Mathias JUNG
Eberhard ROSCH
Frank ULLRICH","1:34:56.99"
"1443","1980","Biathlon","4x7.5km Relay","bronz","FRG","Peter ANGERER
Franz BERNREITER
Gerhard WINKLER
Hansi ESTNER","1:37:30.26"
"1444","1980","Cross Country Skiing","5km","zlato","URS","Raisa SMETANINA","15:06.92"
"1445","1980","Cross Country Skiing","5km","stříbro","FIN","Hilkka RIIHIVUORI","15:11.96"
"1446","1980","Cross Country Skiing","5km","bronz","TCH","Kvetoslava JERIOVA","15:23.44"
"1447","1980","Cross Country Skiing","10km","zlato","GDR","Barbara PETZOLD","30:31.54"
"1448","1980","Cross Country Skiing","10km","stříbro","FIN","Hilkka RIIHIVUORI","30:35.05"
"1449","1980","Cross Country Skiing","10km","bronz","FIN","Helena TAKALO","30:45.35"
"1450","1980","Cross Country Skiing","15km","zlato","SWE","Thomas WASSBERG","0:41:57.63"
"1451","1980","Cross Country Skiing","15km","stříbro","FIN","Juha MIETO","0:41:57.64"
"1452","1980","Cross Country Skiing","15km","bronz","NOR","Ove AUNLI","0:42:28.62"
"1453","1980","Cross Country Skiing","50km","zlato","URS","Nikolay ZIMYATOV","2:27:24.60"
"1454","1980","Cross Country Skiing","50km","stříbro","FIN","Juha MIETO","2:30:20.52"
"1455","1980","Cross Country Skiing","50km","bronz","URS","Aleksandr ZAVYALOV","2:30:51.52"
"1456","1980","Cross Country Skiing","4x5km Relay","zlato","GDR","Carola ANDING
Veronika SCHMIDT
Barbara PETZOLD
Marlies ROSTOCK","1:02:11.10"
"1457","1980","Cross Country Skiing","4x5km Relay","stříbro","URS","Nina ROCHEVA
Raisa SMETANINA
Galina KULAKOVA
Nina BALDYCHEVA","1:03:18.30"
"1458","1980","Cross Country Skiing","4x5km Relay","bronz","NOR","Anette BÖE
Berit AUNLI
Marit MYRMAEL
Brit PETTERSEN","1:04:13.50"
"1459","1980","Cross Country Skiing","4x10km Relay","zlato","URS","Nikolay ZIMYATOV
Yevgeny BELYAEV
Vasily ROCHEV
Nikolay BAZHUKOV","1:57:03.46"
"1460","1980","Cross Country Skiing","4x10km Relay","stříbro","NOR","Oddvar BRAA
Lars Erik ERIKSEN
Ove AUNLI
Per Knut AALAND","1:58:45.77"
"1461","1980","Cross Country Skiing","4x10km Relay","bronz","FIN","Harri KIRVESNIEMI
Matti PITKÄNEN
Pertti TEURAJÄRVI
Juha MIETO","2:00:00.18"
"1462","1980","Cross Country Skiing","30km Mass Start","zlato","URS","Nikolay ZIMYATOV","1:27:02.80"
"1463","1980","Cross Country Skiing","30km Mass Start","stříbro","URS","Vasily ROCHEV","1:27:34.22"
"1464","1980","Cross Country Skiing","30km Mass Start","bronz","BUL","Ivan LEBANOV","1:28:03.87"
"1465","1980","Figure Skating","Individual","zlato","GBR","Robin COUSINS","189.48"
"1466","1980","Figure Skating","Individual","stříbro","GDR","Jan HOFFMANN","189.72"
"1467","1980","Figure Skating","Individual","bronz","USA","Charles TICKNER","187.06"
"1468","1980","Figure Skating","Individual","zlato","GDR","Anett PÖTZSCH","189.00"
"1469","1980","Figure Skating","Individual","stříbro","USA","Linda FRATIANNE","188.30"
"1470","1980","Figure Skating","Individual","bronz","FRG","Dagmar LURZ","188.04"
"1471","1980","Figure Skating","Pairs","zlato","URS","Irina RODNINA
Aleksandr ZAYTSEV","147.26"
"1472","1980","Figure Skating","Pairs","stříbro","URS","Sergey SHAKRAY
Marina CHERKASOVA","143.80"
"1473","1980","Figure Skating","Pairs","bronz","GDR","Manuela MAGER
Uwe BEWERSDORFF","140.52"
"1474","1980","Figure Skating","Ice Dancing","zlato","URS","Gennady KARPONOSOV
Natalya LINICHUK","205.48"
"1475","1980","Figure Skating","Ice Dancing","stříbro","HUN","Andras SALLAY
Krisztina REGÖCZY","204.52"
"1476","1980","Figure Skating","Ice Dancing","bronz","URS","Irina MOISEYEVA
Andrey MINENKOV","201.86"
"1477","1980","Ice Hockey","Ice Hockey","zlato","USA","William SCHNEIDER
Robert SUTER
James CRAIG
Michael ERUZIONE
Robert MCCLANAHAN
Steven CHRISTOFF
David SILK
Neal BROTEN
Mark JOHNSON
John HARRINGTON
William BAKER
Eric STROBEL
John O'CALLAHAN
David CHRISTIAN
Philip VERCHOTA
Michael RAMSEY
Mark PAVELICH
Kenneth MORROW
Mark WELLS","10:07 (05)"
"1478","1980","Ice Hockey","Ice Hockey","stříbro","URS","Viacheslav FETISOV
Vladimir MYSHKIN
Yuri LEBEDEV
Aleksei KASATONOV
Helmuts BALDERIS
Vladislav TRETYAK
Vasili PERVUKHINE
Aleksandr GOLIKOV
Viktor ZHLUKTOV
Sergei STARIKOV
Vladimir GOLIKOV
Vladimir PETROV
Zinetula BILJALETDINOV
Aleksandr MALTSEV
Valery VASILYEV
Valery KHARLAMOV
Aleksandr SKVORTSOV
Sergei MAKAROV
Vladimir KRUTOV
Boris MIKHAYLOV","16:08 (04)"
"1479","1980","Ice Hockey","Ice Hockey","bronz","SWE","Ulf WEINSTOCK
Per-Eric LINDBERGH
Tomas JONSSON
Thomas ERIKSSON
Mats NÄSLUND
Tommy SAMUELSSON
Lennart NORBERG
Bo BERGLUND
Mats AAHLBERG
Per LUNDQVIST
Bengt LUNDHOLM
William LÖFQVIST
Lars Haakan ERIKSSON
Lars MOLIN
Dan SÖDERSTRÖM
Mats WALTIN
Leif HOLMGREN
Sture ANDERSSON
Jan ERIKSSON","07:14 (02)"
"1480","1980","Luge","Singles","zlato","GDR","Bernhard GLASS","2:54.796"
"1481","1980","Luge","Singles","stříbro","ITA","Paul HILDGARTNER","2:55.372"
"1482","1980","Luge","Singles","bronz","FRG","Anton WINKLER","2:56.545"
"1483","1980","Luge","Singles","zlato","URS","Vera ZOZULA","2:36.537"
"1484","1980","Luge","Singles","stříbro","GDR","Melitta SOLLMANN","2:37.657"
"1485","1980","Luge","Singles","bronz","URS","Ingrida AMANTOVA","2:37.817"
"1486","1980","Luge","Doubles","zlato","GDR","Norbert HAHN
Hans RINN","1:19.331"
"1487","1980","Luge","Doubles","stříbro","ITA","Karl BRUNNER
Peter GSCHNITZER","1:19.606"
"1488","1980","Luge","Doubles","bronz","AUT","Georg FLUCKINGER
Karl SCHROTT","1:19.795"
"1489","1980","Nordic Combined","Individual","zlato","GDR","Ulrich WEHLING","432.200"
"1490","1980","Nordic Combined","Individual","stříbro","FIN","Jouko KARJALAINEN","429.500"
"1491","1980","Nordic Combined","Individual","bronz","GDR","Konrad WINKLER","425.320"
"1492","1980","Ski Jumping","K90 Individual (70m)","zlato","AUT","Anton INNAUER","266.3"
"1493","1980","Ski Jumping","K90 Individual (70m)","stříbro","GDR","Manfred DECKERT
Hirokazu YAGI","249.2"
"1494","1980","Ski Jumping","K90 Individual (70m)","bronz","","",""
"1495","1980","Ski Jumping","K120 Individual (90m)","zlato","FIN","Jouko TÖRMÄNEN","271.0"
"1496","1980","Ski Jumping","K120 Individual (90m)","stříbro","AUT","Hubert NEUPER","262.4"
"1497","1980","Ski Jumping","K120 Individual (90m)","bronz","FIN","Jari PUIKKONEN","248.5"
"1498","1980","Speed Skating","500m","zlato","USA","Eric HEIDEN","0:38.03"
"1499","1980","Speed Skating","500m","stříbro","URS","Yevgeny KULIKOV","0:38.37"
"1500","1980","Speed Skating","500m","bronz","NED","Lieuwe DE BOER","0:38.48"
"1501","1976","Alpine Skiing","Downhill","zlato","AUT","Franz KLAMMER","1:45.73 ."
"1502","1976","Alpine Skiing","Downhill","stříbro","SUI","Bernhard RUSSI","1:46.06 ."
"1503","1976","Alpine Skiing","Downhill","bronz","ITA","Herbert PLANK","1:46.59 ."
"1504","1976","Alpine Skiing","Downhill","zlato","FRG","Rosi MITTERMAIER","1:46.16"
"1505","1976","Alpine Skiing","Downhill","stříbro","AUT","Brigitte TOTSCHNIGG","1:46.68"
"1506","1976","Alpine Skiing","Downhill","bronz","USA","Cynthia NELSON","1:47.50"
